user_id,user_age,user_tier,cart_value,category,coupon_type,discount_amt,loyalty_pts_used,used_offer,final_price,purchased
U00826,39,Free,2220.0,Beauty,loyalty_discount,331.0,0,1,1889.0,True
U00827,43,Silver,3000.0,Electronics,none,0.0,0,0,3000.0,True
U00828,42,Free,1820.0,Home,none,0.0,0,0,1820.0,True
U00829,34,Free,3000.0,Fashion,none,0.0,0,0,3000.0,False
U00830,30,Free,1350.0,Home,none,0.0,0,0,1350.0,False
U00831,37,Free,1000.0,Home,none,0.0,0,0,1000.0,False
U00832,42,Free,2480.0,Electronics,bank_offer,431.0,50,1,1999.0,True
U00833,21,Free,2420.0,Fashion,none,0.0,0,0,2420.0,False
U00834,27,Free,2000.0,Beauty,loyalty_discount,476.0,0,1,1524.0,True
U00835,20,Free,2370.0,Home,loyalty_discount,325.0,50,1,1995.0,False
U00836,58,Free,720.0,Beauty,store_coupon,132.0,0,1,588.0,False
U00837,35,Free,1500.0,Fashion,store_coupon,253.0,0,1,1247.0,False
U00838,53,Silver,2830.0,Fashion,store_coupon,529.0,150,1,2151.0,True
U00839,39,Free,1630.0,Electronics,store_coupon,169.0,0,1,1461.0,False
U00840,51,Free,2350.0,Grocery,bank_offer,238.0,0,1,2112.0,False
U00841,25,Silver,5000.0,Electronics,loyalty_discount,810.0,150,1,4040.0,False
U00842,57,Silver,2720.0,Beauty,bank_offer,598.0,100,1,2022.0,False
U00843,36,Silver,1570.0,Electronics,loyalty_discount,305.0,50,1,1215.0,True
U00844,59,Free,890.0,Fashion,bank_offer,132.0,0,1,758.0,False
U00845,58,Free,2410.0,Home,loyalty_discount,243.0,0,1,2167.0,False
U00846,54,Silver,800.0,Grocery,store_coupon,161.0,150,1,489.0,True
U00847,23,Free,1320.0,Fashion,loyalty_discount,311.0,0,1,1009.0,True
U00848,43,Free,1340.0,Home,store_coupon,124.0,0,0,1216.0,False
U00849,51,Free,1720.0,Beauty,loyalty_discount,361.0,50,1,1309.0,True
U00850,23,Silver,2020.0,Beauty,bank_offer,171.0,0,0,1849.0,False
U00851,54,Free,1280.0,Beauty,none,0.0,0,0,1280.0,False
U00852,50,Gold,2750.0,Electronics,loyalty_discount,491.0,300,1,1959.0,True
U00853,39,Silver,3190.0,Beauty,bank_offer,275.0,150,0,2765.0,False
U00854,38,Free,1640.0,Beauty,none,0.0,0,0,1640.0,False
U00855,23,Silver,2780.0,Electronics,bank_offer,525.0,150,1,2105.0,False
U00856,23,Silver,1370.0,Home,none,0.0,0,0,1370.0,False
U00857,21,Silver,1190.0,Fashion,store_coupon,205.0,0,1,985.0,True
U00858,47,Free,2790.0,Grocery,loyalty_discount,409.0,0,1,2381.0,True
U00859,28,Silver,2010.0,Beauty,bank_offer,348.0,50,1,1612.0,True
U00860,47,Free,2120.0,Beauty,loyalty_discount,476.0,0,1,1644.0,False
U00861,48,Gold,3780.0,Beauty,store_coupon,909.0,100,1,2771.0,True
U00862,41,Free,2360.0,Electronics,store_coupon,281.0,0,1,2079.0,False
U00863,26,Free,4730.0,Electronics,loyalty_discount,698.0,0,1,4032.0,True
U00864,20,Silver,1880.0,Electronics,bank_offer,197.0,100,1,1583.0,True
U00865,48,Silver,3310.0,Grocery,bank_offer,438.0,150,1,2722.0,False
U00866,57,Free,1770.0,Fashion,bank_offer,370.0,0,1,1400.0,True
U00867,54,Free,1140.0,Beauty,loyalty_discount,154.0,0,1,986.0,False
U00868,53,Free,2520.0,Home,bank_offer,323.0,0,1,2197.0,True
U00869,41,Gold,1780.0,Beauty,bank_offer,392.0,100,1,1288.0,True
U00870,48,Silver,4140.0,Beauty,none,0.0,50,0,4090.0,False
U00871,23,Silver,2270.0,Beauty,bank_offer,500.0,150,1,1620.0,True
U00872,19,Free,2650.0,Beauty,store_coupon,229.0,0,0,2421.0,False
U00873,37,Free,970.0,Fashion,bank_offer,102.0,0,1,868.0,True
U00874,45,Silver,2420.0,Home,loyalty_discount,296.0,100,1,2024.0,False
U00875,28,Silver,1760.0,Electronics,loyalty_discount,398.0,50,1,1312.0,True
U00876,21,Free,1330.0,Home,bank_offer,308.0,0,1,1022.0,True
U00877,32,Silver,3170.0,Beauty,loyalty_discount,578.0,50,1,2542.0,True
U00878,23,Free,1080.0,Home,loyalty_discount,149.0,0,1,931.0,False
U00879,47,Free,2080.0,Beauty,bank_offer,319.0,0,1,1761.0,True
U00880,55,Free,1410.0,Home,none,0.0,0,0,1410.0,False
U00881,19,Free,2020.0,Grocery,none,0.0,50,0,1970.0,False
U00882,32,Free,1620.0,Home,none,0.0,0,0,1620.0,False
U00883,28,Free,1680.0,Electronics,none,0.0,0,0,1680.0,False
U00884,25,Free,1850.0,Electronics,store_coupon,308.0,0,1,1542.0,True
U00885,43,Silver,1230.0,Home,bank_offer,158.0,0,1,1072.0,False
U00886,22,Free,2730.0,Home,loyalty_discount,262.0,0,0,2468.0,True
U00887,23,Free,2360.0,Fashion,loyalty_discount,370.0,0,1,1990.0,True
U00888,43,Free,1220.0,Home,bank_offer,145.0,0,1,1075.0,True
U00889,21,Free,3180.0,Electronics,loyalty_discount,205.0,0,0,2975.0,False
U00890,36,Silver,2450.0,Grocery,store_coupon,356.0,150,1,1944.0,True
U00891,37,Free,1880.0,Electronics,none,0.0,50,0,1830.0,False
U00892,50,Silver,1020.0,Fashion,bank_offer,176.0,100,1,744.0,True
U00893,37,Silver,1400.0,Home,loyalty_discount,91.0,150,0,1159.0,False
U00894,29,Free,850.0,Grocery,store_coupon,125.0,0,1,725.0,False
U00895,18,Free,1940.0,Electronics,loyalty_discount,351.0,0,1,1589.0,True
U00896,43,Free,2540.0,Grocery,store_coupon,615.0,0,1,1925.0,True
U00897,31,Free,1350.0,Beauty,loyalty_discount,74.0,0,0,1276.0,False
U00898,55,Silver,1810.0,Electronics,none,0.0,0,0,1810.0,False
U00899,54,Free,2690.0,Beauty,bank_offer,168.0,0,0,2522.0,True
U00900,28,Free,1410.0,Grocery,none,0.0,0,0,1410.0,False
U00901,53,Free,2260.0,Home,none,0.0,0,0,2260.0,False
U00902,30,Free,4200.0,Home,loyalty_discount,486.0,0,1,3714.0,True
U00903,60,Free,2430.0,Home,none,0.0,50,0,2380.0,True
U00904,20,Free,1200.0,Beauty,bank_offer,265.0,0,1,935.0,True
U00905,50,Free,1790.0,Home,store_coupon,224.0,50,1,1516.0,False
U00906,23,Free,2420.0,Fashion,store_coupon,330.0,0,1,2090.0,False
U00907,27,Silver,2210.0,Electronics,loyalty_discount,206.0,50,0,1954.0,False
U00908,22,Silver,1180.0,Electronics,bank_offer,161.0,50,1,969.0,True
U00909,40,Free,2150.0,Grocery,bank_offer,226.0,50,1,1874.0,False
U00910,27,Free,1660.0,Beauty,store_coupon,141.0,0,0,1519.0,False
U00911,19,Gold,1510.0,Electronics,store_coupon,123.0,500,0,887.0,False
U00912,30,Free,2260.0,Beauty,none,0.0,0,0,2260.0,False
U00913,57,Free,3660.0,Grocery,loyalty_discount,269.0,0,0,3391.0,False
U00914,19,Free,1340.0,Home,store_coupon,232.0,50,1,1058.0,True
U00915,37,Silver,2170.0,Grocery,store_coupon,181.0,0,0,1989.0,True
U00916,18,Free,1750.0,Fashion,bank_offer,381.0,0,1,1369.0,True
U00917,54,Gold,2310.0,Home,bank_offer,242.0,200,1,1868.0,True
U00918,26,Silver,1890.0,Home,bank_offer,111.0,50,0,1729.0,True
U00919,34,Silver,1440.0,Home,store_coupon,202.0,100,1,1138.0,False
U00920,26,Silver,1410.0,Grocery,loyalty_discount,352.0,150,1,908.0,True
U00921,28,Free,2170.0,Fashion,none,0.0,0,0,2170.0,False
U00922,32,Free,1900.0,Beauty,loyalty_discount,312.0,0,1,1588.0,False
U00923,41,Silver,2320.0,Grocery,store_coupon,204.0,50,0,2066.0,False
U00924,55,Gold,950.0,Electronics,none,0.0,400,0,550.0,True
U00925,52,Free,2800.0,Electronics,loyalty_discount,610.0,0,1,2190.0,True
U00926,47,Gold,3190.0,Grocery,store_coupon,662.0,500,1,2028.0,True
U00927,48,Free,1920.0,Beauty,loyalty_discount,273.0,0,1,1647.0,True
U00928,22,Free,2350.0,Electronics,store_coupon,316.0,0,1,2034.0,True
U00929,31,Free,2670.0,Beauty,bank_offer,533.0,0,1,2137.0,False
U00930,28,Free,1680.0,Home,loyalty_discount,264.0,0,1,1416.0,True
U00931,26,Free,1980.0,Grocery,bank_offer,259.0,0,1,1721.0,True
U00932,51,Free,2200.0,Home,bank_offer,221.0,0,1,1979.0,True
U00933,29,Free,1470.0,Electronics,none,0.0,0,0,1470.0,True
U00934,52,Free,1910.0,Beauty,none,0.0,0,0,1910.0,False
U00935,52,Free,810.0,Home,loyalty_discount,174.0,0,1,636.0,True
U00936,18,Gold,1410.0,Electronics,store_coupon,281.0,500,1,629.0,True
U00937,57,Free,3250.0,Fashion,none,0.0,0,0,3250.0,False
U00938,39,Free,2110.0,Home,none,0.0,50,0,2060.0,False
U00939,46,Free,1310.0,Fashion,bank_offer,169.0,0,1,1141.0,True
U00940,25,Free,1100.0,Fashion,bank_offer,85.0,0,0,1015.0,False
U00941,28,Silver,4960.0,Electronics,store_coupon,349.0,0,0,4611.0,False
U00942,58,Free,1370.0,Grocery,none,0.0,0,0,1370.0,False
U00943,54,Silver,1480.0,Beauty,none,0.0,50,0,1430.0,True
U00944,31,Free,2300.0,Electronics,store_coupon,488.0,0,1,1812.0,True
U00945,47,Free,1300.0,Home,none,0.0,50,0,1250.0,False
U00946,52,Free,2100.0,Beauty,loyalty_discount,272.0,50,1,1778.0,True
U00947,38,Free,1830.0,Grocery,loyalty_discount,165.0,0,0,1665.0,False
U00948,54,Free,1130.0,Electronics,store_coupon,250.0,0,1,880.0,True
U00949,22,Free,1840.0,Grocery,bank_offer,115.0,0,0,1725.0,False
U00950,36,Free,2060.0,Home,store_coupon,474.0,0,1,1586.0,True
U00951,31,Free,1180.0,Electronics,loyalty_discount,107.0,0,0,1073.0,False
U00952,43,Gold,2230.0,Home,none,0.0,300,0,1930.0,True
U00953,21,Free,2390.0,Beauty,none,0.0,0,0,2390.0,False
U00954,42,Free,1200.0,Beauty,bank_offer,272.0,50,1,878.0,True
U00955,59,Free,2200.0,Grocery,bank_offer,142.0,0,0,2058.0,False
U00956,42,Free,1980.0,Grocery,loyalty_discount,240.0,0,1,1740.0,True
U00957,35,Free,1580.0,Beauty,bank_offer,158.0,50,0,1372.0,False
U00958,57,Silver,1630.0,Fashion,store_coupon,94.0,50,0,1486.0,False
U00959,25,Gold,2120.0,Beauty,loyalty_discount,331.0,500,1,1289.0,True
U00960,56,Free,1430.0,Electronics,none,0.0,0,0,1430.0,False
U00961,57,Free,2280.0,Home,none,0.0,0,0,2280.0,False
U00962,31,Free,1310.0,Beauty,none,0.0,50,0,1260.0,False
U00963,49,Silver,1350.0,Beauty,bank_offer,306.0,150,1,894.0,True
U00964,55,Free,1080.0,Home,loyalty_discount,152.0,50,1,878.0,True
U00965,50,Free,910.0,Home,bank_offer,95.0,0,1,815.0,True
U00966,40,Free,1920.0,Electronics,store_coupon,342.0,0,1,1578.0,True
U00967,32,Silver,830.0,Home,loyalty_discount,77.0,150,0,603.0,False
U00968,50,Free,2060.0,Grocery,bank_offer,465.0,0,1,1595.0,True
U00969,42,Free,1750.0,Beauty,none,0.0,0,0,1750.0,False
U00970,34,Silver,3840.0,Home,none,0.0,150,0,3690.0,True
U00971,50,Free,2310.0,Electronics,store_coupon,379.0,0,1,1931.0,True
U00972,19,Silver,2220.0,Home,store_coupon,338.0,150,1,1732.0,True
U00973,31,Free,1380.0,Beauty,store_coupon,199.0,0,1,1181.0,True
U00974,57,Silver,1440.0,Fashion,none,0.0,50,0,1390.0,False
U00975,57,Silver,1530.0,Home,bank_offer,222.0,100,1,1208.0,False
U00976,56,Free,1780.0,Grocery,none,0.0,0,0,1780.0,False
U00977,23,Silver,1430.0,Beauty,none,0.0,0,0,1430.0,False
U00978,23,Free,2270.0,Electronics,none,0.0,50,0,2220.0,False
U00979,20,Gold,1550.0,Beauty,bank_offer,91.0,500,0,959.0,False
U00980,24,Free,2820.0,Fashion,none,0.0,50,0,2770.0,False
U00981,25,Silver,1300.0,Electronics,store_coupon,261.0,100,1,939.0,False
U00982,59,Free,2440.0,Fashion,store_coupon,178.0,0,0,2262.0,False
U00983,32,Gold,3910.0,Fashion,store_coupon,908.0,200,1,2802.0,True
U00984,46,Free,3670.0,Grocery,store_coupon,363.0,0,0,3307.0,False
U00985,50,Gold,1280.0,Home,none,0.0,500,0,780.0,False
U00986,47,Gold,2870.0,Grocery,none,0.0,300,0,2570.0,True
U00987,56,Free,740.0,Grocery,none,0.0,50,0,690.0,False
U00988,44,Silver,970.0,Grocery,store_coupon,217.0,100,1,653.0,False
U00989,53,Gold,2300.0,Electronics,bank_offer,561.0,300,1,1439.0,True
U00990,46,Free,2150.0,Home,loyalty_discount,536.0,0,1,1614.0,True
U00991,55,Free,2300.0,Home,loyalty_discount,429.0,0,1,1871.0,False
U00992,50,Free,1490.0,Electronics,loyalty_discount,176.0,0,1,1314.0,True
U00993,54,Free,1160.0,Grocery,bank_offer,261.0,0,1,899.0,True
U00994,44,Free,880.0,Grocery,none,0.0,50,0,830.0,False
U00995,50,Free,1280.0,Fashion,loyalty_discount,147.0,0,1,1133.0,True
U00996,21,Free,2350.0,Fashion,loyalty_discount,556.0,0,1,1794.0,True
U00997,39,Free,2550.0,Beauty,none,0.0,0,0,2550.0,False
U00998,19,Free,2040.0,Fashion,loyalty_discount,287.0,0,1,1753.0,True
U00999,27,Silver,1960.0,Home,none,0.0,0,0,1960.0,False
U01000,22,Silver,3560.0,Electronics,loyalty_discount,887.0,0,1,2673.0,True
U01001,27,Free,3170.0,Grocery,none,0.0,0,0,3170.0,False
U01002,50,Silver,2640.0,Beauty,store_coupon,182.0,0,0,2458.0,False
U01003,55,Silver,2870.0,Fashion,bank_offer,453.0,100,1,2317.0,True
U01004,30,Gold,2080.0,Beauty,loyalty_discount,472.0,100,1,1508.0,False
U01005,48,Free,2190.0,Electronics,none,0.0,50,0,2140.0,True
U01006,53,Free,1330.0,Electronics,store_coupon,277.0,0,1,1053.0,True
U01007,41,Gold,2100.0,Beauty,none,0.0,300,0,1800.0,False
U01008,32,Gold,1400.0,Beauty,loyalty_discount,259.0,200,1,941.0,True
U01009,46,Silver,2970.0,Beauty,loyalty_discount,196.0,150,0,2624.0,True
U01010,25,Silver,2320.0,Grocery,loyalty_discount,374.0,150,1,1796.0,False
U01011,22,Free,1520.0,Home,loyalty_discount,227.0,50,1,1243.0,True
U01012,46,Free,2390.0,Fashion,loyalty_discount,571.0,0,1,1819.0,True
U01013,21,Free,2830.0,Fashion,store_coupon,216.0,0,0,2614.0,False
U01014,29,Free,1280.0,Fashion,none,0.0,50,0,1230.0,False
U01015,19,Silver,1630.0,Beauty,none,0.0,0,0,1630.0,False
U01016,44,Free,1230.0,Beauty,loyalty_discount,103.0,0,0,1127.0,True
U01017,48,Free,1780.0,Beauty,none,0.0,50,0,1730.0,False
U01018,53,Gold,3080.0,Grocery,store_coupon,656.0,100,1,2324.0,True
U01019,53,Free,1810.0,Grocery,loyalty_discount,227.0,0,1,1583.0,False
U01020,43,Gold,2280.0,Grocery,bank_offer,497.0,400,1,1383.0,True
U01021,60,Gold,1450.0,Grocery,store_coupon,151.0,500,1,799.0,True
U01022,44,Free,2540.0,Electronics,loyalty_discount,564.0,50,1,1926.0,True
U01023,22,Free,1760.0,Grocery,none,0.0,50,0,1710.0,False
U01024,37,Free,2450.0,Grocery,store_coupon,580.0,0,1,1870.0,True
U01025,28,Free,2560.0,Grocery,loyalty_discount,510.0,0,1,2050.0,True
U01026,27,Free,1190.0,Fashion,none,0.0,0,0,1190.0,False
U01027,57,Free,1380.0,Fashion,none,0.0,50,0,1330.0,False
U01028,55,Gold,1530.0,Fashion,loyalty_discount,362.0,500,1,668.0,True
U01029,23,Free,3680.0,Home,store_coupon,613.0,0,1,3067.0,True
U01030,25,Silver,3110.0,Electronics,loyalty_discount,298.0,150,0,2662.0,False
U01031,40,Free,1880.0,Beauty,loyalty_discount,309.0,0,1,1571.0,False
U01032,43,Free,5000.0,Grocery,loyalty_discount,1121.0,50,1,3829.0,True
U01033,60,Gold,1070.0,Fashion,loyalty_discount,265.0,100,1,705.0,True
U01034,29,Free,1650.0,Electronics,loyalty_discount,275.0,0,1,1375.0,True
U01035,43,Free,2890.0,Grocery,none,0.0,0,0,2890.0,False
U01036,30,Silver,1840.0,Home,loyalty_discount,376.0,0,1,1464.0,False
U01037,57,Silver,1290.0,Beauty,store_coupon,322.0,0,1,968.0,True
U01038,35,Silver,2120.0,Grocery,bank_offer,307.0,0,1,1813.0,True
U01039,42,Free,5000.0,Beauty,loyalty_discount,634.0,0,1,4366.0,True
U01040,50,Free,1290.0,Grocery,store_coupon,207.0,0,1,1083.0,True
U01041,57,Gold,1350.0,Home,bank_offer,112.0,100,0,1138.0,False
U01042,60,Gold,1180.0,Electronics,store_coupon,288.0,200,1,692.0,True
U01043,29,Free,1530.0,Beauty,none,0.0,0,0,1530.0,True
U01044,53,Silver,2790.0,Beauty,none,0.0,0,0,2790.0,False
U01045,21,Free,3380.0,Electronics,bank_offer,808.0,50,1,2522.0,False
U01046,22,Free,1090.0,Beauty,bank_offer,260.0,0,1,830.0,True
U01047,54,Free,2310.0,Fashion,bank_offer,262.0,0,1,2048.0,True
U01048,25,Free,2460.0,Electronics,none,0.0,0,0,2460.0,True
U01049,59,Free,1380.0,Home,none,0.0,0,0,1380.0,False
U01050,45,Free,2430.0,Grocery,store_coupon,162.0,0,0,2268.0,False
U01051,48,Free,2100.0,Grocery,none,0.0,0,0,2100.0,False
U01052,26,Silver,2800.0,Electronics,bank_offer,168.0,100,0,2532.0,True
U01053,46,Silver,740.0,Fashion,loyalty_discount,166.0,150,1,424.0,True
U01054,31,Silver,2030.0,Home,loyalty_discount,478.0,150,1,1402.0,True
U01055,57,Gold,2500.0,Grocery,bank_offer,159.0,200,0,2141.0,False
U01056,58,Free,2750.0,Grocery,none,0.0,0,0,2750.0,False
U01057,39,Free,2500.0,Fashion,bank_offer,236.0,50,0,2214.0,False
U01058,28,Silver,1120.0,Beauty,none,0.0,0,0,1120.0,False
U01059,40,Free,3200.0,Electronics,loyalty_discount,652.0,50,1,2498.0,False
U01060,18,Free,2440.0,Fashion,store_coupon,452.0,50,1,1938.0,True
U01061,54,Free,1820.0,Fashion,none,0.0,50,0,1770.0,False
U01062,38,Silver,1830.0,Fashion,store_coupon,165.0,150,0,1515.0,False
U01063,43,Free,3660.0,Fashion,loyalty_discount,371.0,0,1,3289.0,False
U01064,53,Silver,2400.0,Beauty,store_coupon,272.0,50,1,2078.0,False
U01065,40,Free,1920.0,Home,store_coupon,328.0,0,1,1592.0,True
U01066,18,Silver,1290.0,Fashion,bank_offer,221.0,100,1,969.0,True
U01067,57,Silver,1650.0,Fashion,store_coupon,151.0,0,0,1499.0,False
U01068,32,Silver,1290.0,Electronics,loyalty_discount,177.0,100,1,1013.0,False
U01069,38,Free,900.0,Grocery,none,0.0,0,0,900.0,True
U01070,26,Free,1980.0,Beauty,store_coupon,222.0,0,1,1758.0,True
U01071,26,Silver,900.0,Fashion,none,0.0,150,0,750.0,False
U01072,27,Free,1410.0,Home,bank_offer,126.0,0,0,1284.0,False
U01073,43,Free,1600.0,Home,loyalty_discount,133.0,50,0,1417.0,True
U01074,58,Free,1010.0,Home,loyalty_discount,178.0,0,1,832.0,True
U01075,52,Gold,2720.0,Electronics,none,0.0,500,0,2220.0,False
U01076,42,Free,1730.0,Home,loyalty_discount,393.0,50,1,1287.0,True
U01077,43,Silver,720.0,Electronics,bank_offer,48.0,100,0,572.0,False
U01078,28,Free,2530.0,Beauty,none,0.0,50,0,2480.0,True
U01079,55,Free,3670.0,Home,loyalty_discount,866.0,0,1,2804.0,True
U01080,19,Silver,1940.0,Grocery,bank_offer,121.0,0,0,1819.0,False
U01081,24,Free,2320.0,Fashion,bank_offer,294.0,0,1,2026.0,True
U01082,35,Free,2060.0,Beauty,store_coupon,238.0,0,1,1822.0,False
U01083,44,Silver,2270.0,Grocery,loyalty_discount,270.0,0,1,2000.0,False
U01084,51,Silver,1460.0,Beauty,none,0.0,150,0,1310.0,False
U01085,44,Free,1340.0,Home,store_coupon,137.0,0,1,1203.0,False
U01086,34,Silver,1190.0,Beauty,none,0.0,50,0,1140.0,False
U01087,60,Silver,1900.0,Beauty,store_coupon,461.0,100,1,1339.0,True
U01088,41,Silver,2340.0,Beauty,bank_offer,467.0,50,1,1823.0,True
U01089,42,Free,2330.0,Electronics,store_coupon,179.0,0,0,2151.0,False
U01090,24,Free,1530.0,Grocery,store_coupon,216.0,50,1,1264.0,True
U01091,23,Gold,1670.0,Home,store_coupon,104.0,300,0,1266.0,True
U01092,41,Silver,1670.0,Fashion,loyalty_discount,93.0,0,0,1577.0,False
U01093,50,Free,1480.0,Home,store_coupon,88.0,0,0,1392.0,True
U01094,46,Free,840.0,Home,bank_offer,169.0,50,1,621.0,True
U01095,60,Free,1670.0,Electronics,none,0.0,0,0,1670.0,False
U01096,39,Free,1600.0,Electronics,loyalty_discount,350.0,0,1,1250.0,True
U01097,43,Free,1770.0,Beauty,bank_offer,197.0,50,1,1523.0,False
U01098,45,Free,1460.0,Home,loyalty_discount,299.0,0,1,1161.0,True
U01099,38,Silver,2030.0,Grocery,none,0.0,0,0,2030.0,False
U01100,24,Free,5000.0,Electronics,none,0.0,0,0,5000.0,True
U01101,34,Silver,2470.0,Electronics,none,0.0,0,0,2470.0,False
U01102,37,Free,1500.0,Grocery,loyalty_discount,158.0,50,1,1292.0,True
U01103,58,Free,1650.0,Electronics,loyalty_discount,351.0,0,1,1299.0,True
U01104,37,Free,1730.0,Grocery,none,0.0,50,0,1680.0,False
U01105,39,Free,1890.0,Fashion,none,0.0,0,0,1890.0,False
U01106,45,Silver,1800.0,Grocery,bank_offer,373.0,0,1,1427.0,True
U01107,57,Silver,1510.0,Fashion,none,0.0,100,0,1410.0,False
U01108,24,Free,1480.0,Beauty,store_coupon,367.0,0,1,1113.0,False
U01109,18,Free,2340.0,Beauty,loyalty_discount,212.0,0,0,2128.0,True
U01110,49,Free,1630.0,Electronics,bank_offer,213.0,0,1,1417.0,False
U01111,30,Silver,2270.0,Grocery,loyalty_discount,515.0,100,1,1655.0,True
U01112,47,Silver,1660.0,Electronics,none,0.0,0,0,1660.0,False
U01113,40,Free,880.0,Grocery,store_coupon,86.0,50,0,744.0,False
U01114,36,Silver,1180.0,Electronics,none,0.0,50,0,1130.0,True
U01115,49,Silver,950.0,Beauty,loyalty_discount,106.0,100,1,744.0,True
U01116,47,Free,1960.0,Beauty,bank_offer,398.0,50,1,1512.0,True
U01117,46,Free,920.0,Electronics,loyalty_discount,69.0,50,0,801.0,False
U01118,46,Gold,1480.0,Grocery,bank_offer,174.0,400,1,906.0,True
U01119,47,Silver,1560.0,Home,store_coupon,101.0,100,0,1359.0,True
U01120,33,Free,1640.0,Grocery,none,0.0,50,0,1590.0,False
U01121,57,Free,2570.0,Electronics,none,0.0,0,0,2570.0,False
U01122,36,Free,2760.0,Grocery,store_coupon,347.0,50,1,2363.0,False
U01123,35,Free,1340.0,Fashion,loyalty_discount,232.0,0,1,1108.0,True
U01124,18,Silver,1790.0,Grocery,store_coupon,293.0,150,1,1347.0,True
U01125,31,Free,1530.0,Beauty,none,0.0,50,0,1480.0,True
U01126,19,Silver,2140.0,Beauty,bank_offer,315.0,150,1,1675.0,True
U01127,45,Silver,1750.0,Fashion,none,0.0,150,0,1600.0,False
U01128,47,Free,2170.0,Grocery,loyalty_discount,308.0,0,1,1862.0,False
U01129,55,Free,1150.0,Home,bank_offer,163.0,0,1,987.0,False
U01130,21,Free,1980.0,Grocery,loyalty_discount,110.0,0,0,1870.0,False
U01131,18,Silver,1030.0,Beauty,none,0.0,100,0,930.0,False
U01132,25,Free,1320.0,Beauty,none,0.0,0,0,1320.0,False
U01133,46,Silver,1880.0,Electronics,bank_offer,264.0,100,1,1516.0,False
U01134,56,Silver,830.0,Beauty,loyalty_discount,149.0,100,1,581.0,True
U01135,20,Free,750.0,Electronics,bank_offer,117.0,0,1,633.0,False
U01136,49,Gold,1140.0,Beauty,bank_offer,236.0,500,1,404.0,True
U01137,27,Gold,1240.0,Beauty,loyalty_discount,190.0,200,1,850.0,True
U01138,27,Free,1290.0,Home,bank_offer,150.0,0,1,1140.0,True
U01139,36,Free,1470.0,Electronics,store_coupon,317.0,0,1,1153.0,True
U01140,51,Gold,2040.0,Electronics,bank_offer,130.0,500,0,1410.0,False
U01141,50,Gold,3960.0,Beauty,none,0.0,200,0,3760.0,True
U01142,40,Free,1410.0,Electronics,loyalty_discount,237.0,0,1,1173.0,False
U01143,45,Free,2110.0,Beauty,none,0.0,0,0,2110.0,False
U01144,49,Free,2980.0,Beauty,store_coupon,192.0,0,0,2788.0,False
U01145,24,Gold,2770.0,Grocery,store_coupon,192.0,500,0,2078.0,True
U01146,46,Free,1320.0,Electronics,bank_offer,141.0,0,1,1179.0,True
U01147,25,Free,2560.0,Fashion,none,0.0,0,0,2560.0,False
U01148,18,Silver,3030.0,Electronics,bank_offer,663.0,100,1,2267.0,True
U01149,20,Free,3340.0,Electronics,bank_offer,808.0,0,1,2532.0,True
U01150,41,Silver,3390.0,Home,none,0.0,0,0,3390.0,False
U01151,40,Free,1160.0,Fashion,store_coupon,62.0,50,0,1048.0,True
U01152,25,Silver,1990.0,Fashion,store_coupon,444.0,150,1,1396.0,True
U01153,54,Free,1370.0,Home,store_coupon,106.0,0,0,1264.0,False
U01154,20,Silver,1070.0,Home,loyalty_discount,126.0,150,1,794.0,True
U01155,50,Silver,2190.0,Electronics,loyalty_discount,230.0,0,1,1960.0,True
U01156,45,Free,1960.0,Grocery,bank_offer,208.0,0,1,1752.0,False
U01157,25,Free,1940.0,Home,loyalty_discount,224.0,50,1,1666.0,False
U01158,51,Free,1500.0,Fashion,loyalty_discount,176.0,0,1,1324.0,False
U01159,52,Free,4820.0,Fashion,none,0.0,0,0,4820.0,False
U01160,49,Silver,3310.0,Electronics,bank_offer,582.0,150,1,2578.0,True
U01161,41,Silver,1530.0,Grocery,bank_offer,237.0,50,1,1243.0,True
U01162,31,Free,1790.0,Beauty,none,0.0,0,0,1790.0,True
U01163,49,Silver,2200.0,Home,store_coupon,482.0,150,1,1568.0,False
U01164,60,Silver,2730.0,Home,none,0.0,100,0,2630.0,True
U01165,33,Silver,2190.0,Electronics,store_coupon,348.0,150,1,1692.0,True
U01166,21,Free,1890.0,Grocery,bank_offer,391.0,50,1,1449.0,False
U01167,54,Free,1030.0,Fashion,bank_offer,230.0,0,1,800.0,False
U01168,38,Free,3960.0,Fashion,loyalty_discount,400.0,0,1,3560.0,False
U01169,31,Free,1400.0,Beauty,loyalty_discount,208.0,0,1,1192.0,True
U01170,48,Free,2760.0,Fashion,none,0.0,0,0,2760.0,True
U01171,35,Free,1830.0,Home,loyalty_discount,348.0,50,1,1432.0,True
U01172,24,Free,2980.0,Beauty,bank_offer,346.0,0,1,2634.0,False
U01173,27,Silver,1070.0,Grocery,bank_offer,116.0,150,1,804.0,True
U01174,24,Free,1400.0,Beauty,store_coupon,268.0,0,1,1132.0,True
U01175,50,Free,1710.0,Grocery,loyalty_discount,222.0,0,1,1488.0,False
U01176,40,Free,1250.0,Fashion,store_coupon,64.0,0,0,1186.0,False
U01177,38,Free,1460.0,Electronics,bank_offer,347.0,0,1,1113.0,True
U01178,36,Free,3030.0,Beauty,loyalty_discount,242.0,0,0,2788.0,False
U01179,36,Free,2260.0,Beauty,store_coupon,180.0,50,0,2030.0,False
U01180,53,Free,3230.0,Home,bank_offer,690.0,0,1,2540.0,False
